Iepirkuma ID,Nr,Atbilde,Sagaidāmā atbilde,Pamatojums
APP DI 2020/2/ERAF_AK,39.14,nē,jā,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pieredzes prasības ir saistītas ar nacionālo normatīvo regulējumu. Piemēram, atbildīgajam būvdarbu vadītājam un būvprojekta vadītājam ir jābūt pieredzei, kas atbilst Ministru kabineta 19.08.2014. noteikumu Nr.500 'Vispārīgie būvnoteikumi' 1. pielikumā noteiktajām II un III grupas ēku klasifikācijas pazīmēm. Tas skaidri norāda uz prasību atbilstību konkrētam nacionālajam regulējumam.""
}
```"
APP DI 2020/2/ERAF_AK,39.15,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Saskaņā ar Publisko iepirkumu likuma (PIL) 4. punktu: 'Pasūtītājs nenosaka prasības attiecībā uz minimālo laiku kopš piegādātāja reģistrēšanas, licencēšanas vai pilnvarošanas, vai kļūšanas par noteiktas organizācijas biedru.'""
}
```"
APP DI 2020/2/ERAF_AK,39.16,jā,nē,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pretendenta vidējais finanšu apgrozījums būvniecībā iepriekšējo trīs gadu periodā ir jāapliecina, un, ja pretendents ir dibināts vēlāk, tad finanšu apgrozījums jāapliecina attiecīgi īsākā periodā. Citāts no konteksta: 'Ja pretendents ir dibināts vēlāk, tad pretendenta finanšu apgrozījumam jāatbilst iepriekš minētajai prasībai attiecīgi īsākā periodā.'""
}
```"
APP DI 2020/2/ERAF_AK,39.17,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pretendenta vidējais finanšu apgrozījums būvniecībā iepriekšējo trīs gadu periodā (2017., 2018. un 2019. g.) ir ne mazāks kā EUR 830 000.00 gadā. Šī summa nepārsniedz divas paredzamo līgumcenu vērtības, kas būtu EUR 1 660 000.00, ja pieņemam, ka viena paredzamā līgumcena ir EUR 830 000.00.""
}
```"
APP DI 2020/2/ERAF_AK,39.18-0,nē,nē,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri norādīts: 'Iepirkuma priekšmets nav sadalīts daļās. Pretendentam piedāvājums ir jāiesniedz par visu apjomu. Iepirkuma līgums tiks slēgts ar vienu piegādātāju.'""
}
```"
APP DI 2020/2/ERAF_AK,39.18,n/a,nē,
APP DI 2020/2/ERAF_AK,39.19,nē,jā,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri norādīts, ka pretendenta vidējais finanšu apgrozījums būvniecībā iepriekšējo trīs gadu periodā (2017., 2018. un 2019. g.) ir jāapliecina. Vidējā finanšu apgrozījuma aprēķins tiek veikts, summējot iepriekšējo 3 finanšu gadu apgrozījumus un dalot ar 3. Ja pretendents ir dibināts vēlāk, tad finanšu apgrozījums jāapliecina par īsāku periodu.""
}
```"
APP DI 2020/2/ERAF_AK,39.20-0,kontekstā nav informācijas,nē,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādītas prasības par pretendenta vidējo finanšu apgrozījumu būvniecībā, bet nav minētas nekādas prasības attiecībā uz apgrozāmo līdzekļu koeficientu vai citiem finanšu rādītājiem, kas saistīti ar likviditāti.""
}
```"
APP DI 2020/2/ERAF_AK,39.20,jā,n/a,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav minēta prasība, ka pretendenta apgrozāmo līdzekļu koeficientam (jeb likviditātes koeficientam) obligāti jābūt lielākam nekā '1'. Tiek norādītas citas finanšu prasības, piemēram, vidējais finanšu apgrozījums būvniecībā, bet likviditātes koeficients nav pieminēts.""
}
```"
APP DI 2020/2/ERAF_AK,39.21,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri norādīts, ka nepieciešamā pieredze jāapliecina par konkrētiem periodiem. Piemēram, būvprojekta izstrādes pieredze jāapliecina par iepriekšējiem 5 gadiem (2015., 2016., 2017., 2018., 2019. gads un 2020. gads līdz piedāvājumu iesniegšanas termiņa beigām). Tāpat atbildīgā būvdarbu vadītāja pieredze jāapliecina par pēdējiem 5 gadiem, un atbildīgā būvprojekta vadītāja pieredze jāapliecina par pēdējiem 3 gadiem (2017., 2018., 2019. gads un 2020. gads līdz piedāvājumu iesniegšanas termiņa beigām).""
}
```"
APP DI 2020/2/ERAF_AK,39.22,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Saskaņā ar <law> izvilkumu, pasūtītājs var noteikt pieredzes apliecināšanas termiņu līdz pieciem gadiem, ja tas atbilst iepirkuma vajadzībām. Kontekstā norādītais periods (2015.–2020. gads) atbilst šim piecu gadu termiņam, un nav norāžu, ka tas būtu nepamatoti saīsināts.""
}
```"
APP DI 2020/2/ERAF_AK,39.23,nē,jā,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri norādīts, ka pretendentiem un piesaistītajiem speciālistiem ir jābūt konkrētai pieredzei noteiktā jomā. Piemēram, tehniskajā piedāvājumā ir prasība, ka atbildīgajam būvprojekta vadītājam iepriekšējo 3 gadu laikā (2017., 2018., 2019. gads un 2020. gads līdz piedāvājumu iesniegšanas termiņa beigām) ir jābūt vadītam vismaz vienam II vai III grupas ēkas pārbūves vai jaunbūves būvprojektam un vismaz vienam siltumnīcas jaunbūves vai pārbūves būvprojektam. Tāpat arī citiem speciālistiem ir jābūt pieredzei kā būvprojekta attiecīgās daļas vadītājam vismaz vienā siltumnīcas jaunbūves vai pārbūves būvprojekta izstrādē pēdējo 3 gadu laikā.""
}
```"
APP DI 2020/2/ERAF_AK,39.24,nē,jā,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Gan kontekstā, gan likumā ir skaidri norādīts, ka, ja piegādātājs balstās uz citas personas tehniskajām un profesionālajām spējām, ir prasība par solidāras atbildības esamību. Kontekstā teikts: 'Pretendents balstās uz citu personu finanšu iespējām, tas pierāda pasūtītājam, ka tā rīcībā būs nepieciešamie resursi, iesniedzot vienošanos, kas apliecina šīs personas sadarbību konkrētā līguma izpildei, norādot, ka pretendents un attiecīgā persona būs solidāri atbildīgi iepirkuma līguma izpildē.' Līdzīgi arī likumā (PIL 8. punkts) norādīts: 'Pasūtītājs var prasīt, lai piegādātājs un persona, uz kuras saimnieciskajām un finansiālajām iespējām tas balstās, ir solidāri atbildīgi par iepirkuma līguma izpildi.'""
}
```"
APP DI 2020/2/ERAF_AK,39.25-0,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pasūtītājs ir noteicis konkrētas prasības attiecībā uz pieredzi objektos. Piemēram, pretendentam iepriekšējo 5 gadu laikā jābūt izpildījušam vismaz 2 ēku pārbūves vai jaunbūves būvdarbu līgumus (8.5. punkts), kā arī vismaz 2 būvprojekta izstrādes līgumus, no kuriem viens ietver siltumnīcas jaunbūves vai pārbūves projektēšanu (8.6. punkts).""
}
```"
APP DI 2020/2/ERAF_AK,39.25,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka papildus pieredzei konkrēta skaita objektos tiek prasīta arī konkrētu gadu pieredze attiecīgajā jomā. Piemēram, atbildīgajam būvdarbu vadītājam ir jābūt pieredzei vismaz 2 (divu) ēku pārbūves vai jaunbūves būvdarbu līgumu vadīšanā pēdējo 5 (piecu) gadu laikā (2015., 2016., 2017., 2018. un 2019. g., kā arī 2020. g. līdz piedāvājumu iesniegšanas termiņa beigām).""
}
```"
APP DI 2020/2/ERAF_AK,39.26,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā norādītās prasības attiecībā uz pieredzi un kvalifikāciju ir detalizētas un saistītas ar līguma priekšmetu. Piemēram, tiek prasīta pieredze II vai III grupas ēku pārbūves vai jaunbūves būvprojektu izstrādē, kā arī siltumnīcu būvprojektu izstrādē, kas ietver specifiskas sistēmas, piemēram, ūdensapgādes, ventilācijas un elektroapgādes sistēmas. Šīs prasības ir tieši saistītas ar būvniecības un projektēšanas darbiem, kas ir līguma priekšmets. Turklāt prasības nav pārmērīgas, jo tiek pieprasīti tikai divi pieredzes līgumi un specifiskas kvalifikācijas, kas ir nepieciešamas līguma izpildei.""
}
```"
APP DI 2020/2/ERAF_AK,39.27,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav minēta prasība, ka pretendentam vai tā speciālistiem būtu jābūt pieredzei līguma izpildē saskaņā ar Starptautiskās Inženierkonsultantu Federācijas (FIDIC) noteikumiem. Tiek izvirzītas citas prasības, piemēram, pieredze būvprojektu izstrādē un būvdarbu vadīšanā, bet FIDIC noteikumi nav pieminēti.""
}
```"
APP DI 2020/2/ERAF_AK,39.28,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav minēta prasība, ka līguma izpildei nepieciešamajai pieredzei jābūt gūtai tieši ES struktūrfondu vai citu ārvalstu finanšu instrumentu īstenoto projektu ietvaros. Prasības attiecas uz konkrētu pieredzi būvprojektu izstrādē, būvdarbu vadīšanā un citiem tehniskiem aspektiem, bet nav norādīts, ka šī pieredze obligāti jābūt saistīta ar ES fondu vai ārvalstu finanšu instrumentu projektiem.""
}
```"
APP DI 2020/2/ERAF_AK,39.29,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav norādīts, ka speciālista kvalifikāciju apliecinošajam sertifikātam jābūt konkrēti minētas institūcijas izdotam. Tā vietā tiek prasīts, lai sertifikāts būtu spēkā esošs un atbilstošs normatīvajiem aktiem, kas nozīmē, ka to var izdot jebkura kompetenta institūcija, kas atbilst normatīvo aktu prasībām.""
}
```"
APP DI 2020/2/ERAF_AK,39.30,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav norādīts, ka pretendenta vai speciālista pieredze būtu ierobežota tikai ar publisko vai privāto sektoru. Nav minētas prasības, kas noteiktu, ka pieredze tiek atzīta tikai vienā no šiem sektoriem. Tādējādi apgalvojums ir patiess.""
}
```"
APP DI 2020/2/ERAF_AK,39.31,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav prasības, ka pretendentam jau uz piedāvājumu iesniegšanas brīdi jābūt noslēgtam līgumam par konkrētu darbu veikšanu vai speciālistu piesaisti. Tā vietā tiek pieprasīts iesniegt apliecinājumus, ka nepieciešamie resursi un speciālisti būs pieejami līguma izpildes laikā. Piemēram, kontekstā norādīts: 'Pretendents iesniedz apliecinājumu saskaņā ar 8. pielikumu un vienošanos ar personu, uz kuras iespējām pretendents balstās, lai apliecinātu savu atbilstību tehniskajām un profesionālajām spējām, kas pierāda: 1. ka pretendentam rīcībā būs nepieciešamie resursi, uz kuriem viņš balstījies, iesniedzot piedāvājumu un, 2. ka šie resursi pretendentam būs pieejami visu iepirkuma līguma izpildes laiku.'""
}
```"
APP DI 2020/2/ERAF_AK,39.32,kontekstā nav informācijas,jā,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā nav tieši norādīts, vai pretendenta piesaistītajiem apakšuzņēmējiem vai speciālistiem ir vai nav atļauts piedalīties arī citos piedāvājumos tā paša iepirkuma ietvaros. Lai atbildētu uz šo jautājumu, būtu nepieciešama papildu informācija vai atsauce uz konkrētiem normatīvajiem aktiem vai nolikuma punktiem, kas regulē šādu situāciju.""
}
```"
APP DI 2020/2/ERAF_AK,39.33,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav minētas nesamērīgas prasības attiecībā uz piegādātāja saimniecisko un finansiālo stāvokli. Priekšapmaksa un starpmaksājumi ir paredzēti, un nav izvirzīta prasība par lieliem brīvajiem finanšu resursiem. Turklāt ir noteikts, ka avansa maksājumi tiek dzēsti no gala maksājumiem, un maksājumi tiek veikti proporcionāli paveiktajam darbam, kas liecina par samērīgu pieeju.""
}
```"
APP DI 2020/2/ERAF_AK,39.34,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav noteikts, ka pretendents savu pieredzi var apliecināt tikai ar atsauksmēm no dažādiem pasūtītājiem. Prasība ir iesniegt pozitīvas pasūtītāju atsauksmes par veikto darbu sarakstā norādītajiem līgumiem, taču nav specifiski norādīts, ka šīm atsauksmēm jābūt no dažādiem pasūtītājiem. Piemēram, kontekstā teikts: 'pozitīvas Pasūtītāju atsauksmes par veikto darbu sarakstā norādītajiem līgumiem, kas apliecina pretendenta atbilstību nolikuma 8.5. punkta prasībām.'""
}
```"
APP DI 2020/2/ERAF_AK,39.35,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka ārvalstī reģistrētam pretendentam jāiesniedz kompetentas attiecīgās valsts institūcijas izsniegts dokuments, kas apliecina, ka pretendents ir reģistrēts atbilstoši tās valsts normatīvo aktu prasībām. Tāpat, ja pretendents līguma izpildei plāno piesaistīt speciālistu, kuram profesionālā kvalifikācija ir iegūta ārvalstīs, jāiesniedz dokumenti, kas pierāda, ka speciālists ir atbilstoši kvalificēts ārvalstī, kur tas ir reģistrēts, vai kurā ieguvis izglītību, ja speciālistu reģistrāciju konkrētajā ārvalstī neparedz normatīvie akti. Šie dokumenti tiek atzīti kā alternatīvi (ekvivalenti) Latvijas prasībām.""
}
```"
APP DI 2020/2/ERAF_AK,39.36,jā,n/a,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav norādīts, ka pretendenti obligāti iesniedz tikai un vienīgi auditētu finanšu pārskatu. Tā vietā ir minēts, ka pretendents var iesniegt izziņu par vidējo finanšu apgrozījumu (2. pielikums), un Pasūtītājs pārbaudīs informāciju publiski pieejamā Būvniecības informācijas sistēmā (BIS).""
}
```"
APP DI 2020/2/ERAF_AK,39.37,kontekstā nav informācijas,n/a,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā nav sniegta informācija par prasībām attiecībā uz kvalitātes vadības standartiem vai vides vadības standartiem, piemēram, ISO vai EMAS, un to, vai tiek pieņemti citu ES dalībvalstu akreditēto institūciju izdotie sertifikāti. Lai atbildētu uz šo jautājumu, būtu nepieciešama konkrēta informācija par šādām prasībām iepirkuma dokumentācijā.""
}
```"
APP DI 2020/2/ERAF_AK,39.38,kontekstā nav informācijas,n/a,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā nav sniegta informācija par iepirkumiem, kuru paredzamā līgumcena ir mazāka par Ministru kabineta noteiktajām līgumcenu robežvērtībām, un nav minētas prasības par kvalitātes vadības standartiem un vides vadības standartiem. Lai atbildētu uz šo jautājumu, būtu nepieciešama konkrēta informācija par šādiem iepirkumiem un attiecīgajiem normatīvajiem aktiem.""
}
```"
APP DI 2020/2/ERAF_AK,39.39,jā,n/a,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā nav minēta prasība par darba drošības standartu ievērošanu vai atbilstoša sertifikāta (piemēram, OHSAS 18001:2007 vai ekvivalenta) iesniegšanu. Tāpat nav prasības par specifisku vadības sistēmu, piemēram, būvdarbu vadības sistēmas, esamību pretendenta uzņēmumā.""
}
```"
APP DI 2020/2/ERAF_AK,39.40,kontekstā nav informācijas,jā,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā ir sniegta informācija par kvalifikācijas prasībām un to pārbaudes kārtību, taču nav konkrētas informācijas par to, vai ir vai nav citi konstatējumi saistībā ar kvalifikācijas prasību neatbilstību. Lai sniegtu precīzu atbildi, būtu nepieciešama informācija par konkrēto piedāvājumu un tā atbilstību nolikuma prasībām.""
}
```"
APP DI 2020/2/ERAF_AK,40-0,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri noteikta kandidātu un pretendentu izslēgšanas kārtība. Piemēram, tiek minēts, ka pretendents tiek izslēgts, ja tas atbilst Publisko iepirkumu likuma 42. panta pirmajā daļā noteiktajiem izslēgšanas gadījumiem, nav iesniedzis nepieciešamos dokumentus, neatbilst kvalifikācijas prasībām vai piedāvājuma nodrošinājums neatbilst nolikuma prasībām. Turklāt ir norādīts, ka izslēgšanas gadījumi tiek pārbaudīti Publisko iepirkumu likuma 42. pantā noteiktajā kārtībā.""
}
```"
APP DI 2020/2/ERAF_AK,40.1-0,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Iepirkuma dokumentācijā ir norādīts, ka iepirkuma komisija pārbauda izslēgšanas nosacījumus saskaņā ar Publisko iepirkumu likuma 42. pantu. Konkrēti, <context> sadaļā ir minēts: 'Iepirkumu komisija izslēdz pretendentu no dalības iepirkuma procedūrā jebkurā no šādiem gadījumiem: Pretendents atbilst kādam no Publisko iepirkumu likuma 42. panta pirmajā daļā noteiktajiem pretendentu izslēgšanas gadījumiem.' Turklāt, tiek norādīts, ka izslēgšanas gadījumi tiek pārbaudīti Publisko iepirkumu likuma 42. pantā noteiktajā kārtībā.""
}
```"
APP DI 2020/2/ERAF_AK,40.1,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka iepirkuma komisija pārbauda izslēgšanas nosacījumus atbilstoši Publisko iepirkumu likuma (PIL) 42. pantā noteiktajai kārtībai. Piemēram, teikts: 'Iepirkumu komisija izslēdz pretendentu no dalības iepirkuma procedūrā jebkurā no šādiem gadījumiem: Pretendents atbilst kādam no Publisko iepirkumu likuma 42. panta pirmajā daļā noteiktajiem pretendentu izslēgšanas gadījumiem.'""
}
```"
APP DI 2020/2/ERAF_AK,40.2,kontekstā nav informācijas,n/a,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā nav tiešas informācijas par to, vai izziņu, kas apliecina PIL 42. panta 1. daļā un 2. daļas 2. punktā minēto izslēgšanas nosacījumu neattiecināmību, ir prasīts iesniegt tikai attiecībā uz ārvalstīs reģistrētām vai dzīvojošām personām, vai arī uz Latvijā reģistrētiem kandidātiem vai pretendentiem. Lai sniegtu precīzu atbildi, būtu nepieciešama papildu informācija par konkrētajām prasībām attiecībā uz izziņu iesniegšanu.""
}
```"
APP DI 2020/2/ERAF_AK,40.3,kontekstā nav informācijas,n/a,"```json
{
  ""answer"": ""kontekstā nav informācijas"",
  ""rate"": ""vidēja"",
  ""explanation"": ""Kontekstā nav sniegta konkrēta informācija par izziņu un apliecinājumu iesniegšanas laiku, kas būtu saistīts ar 10 darbdienu termiņu. Lai atbildētu uz šo jautājumu, būtu nepieciešama papildu informācija vai atsauce uz konkrētu līguma punktu vai normatīvo aktu, kas regulē šo jautājumu.""
}
```"
APP DI 2020/2/ERAF_AK,40.4-0,jā,nē,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Saskaņā ar <law>PIL</law> (3) punktu, Latvijas kompetento institūciju izsniegtās izziņas un dokumenti tiek pieņemti un atzīti, ja tie izdoti ne agrāk kā vienu mēnesi pirms iesniegšanas dienas, bet ārvalstu kompetento institūciju izsniegtās izziņas un dokumenti tiek pieņemti un atzīti, ja tie izdoti ne agrāk kā sešus mēnešus pirms iesniegšanas dienas, ja vien izziņas vai dokumenta izdevējs nav norādījis īsāku derīguma termiņu.""
}
```"
APP DI 2020/2/ERAF_AK,40.4,nē,n/a,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Saskaņā ar PIL regulējumu: 'Izziņas un citus dokumentus, kurus šajā likumā noteiktajos gadījumos izsniedz Latvijas kompetentās institūcijas, pasūtītājs pieņem un atzīst, ja tie izdoti ne agrāk kā vienu mēnesi pirms iesniegšanas dienas, bet ārvalstu kompetento institūciju izsniegtās izziņas un citus dokumentus pasūtītājs pieņem un atzīst, ja tie izdoti ne agrāk kā sešus mēnešus pirms iesniegšanas dienas, ja izziņas vai dokumenta izdevējs nav norādījis īsāku tā derīguma termiņu.' Šeit nav noteikts, ka derīguma termiņš ir 'ne ilgāks un ne īsāks' par konkrēto periodu, bet gan, ka izziņas jābūt izdotām ne agrāk kā noteiktajā laika posmā pirms iesniegšanas dienas. Tādējādi lietotāja apgalvojums ir nepareizs.""
}
```"
APP DI 2020/2/ERAF_AK,40.5,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pretendents ir tiesīgs apliecināt visus piedāvājumā esošos atvasinātos dokumentus un tulkojumus, iesniedzot vienu kopēju apliecinājumu, kas attiecas uz visiem atvasinātajiem dokumentiem un tulkojumiem. Turklāt, ja pasūtītājam rodas šaubas par dokumenta kopijas autentiskumu, tas var pieprasīt dokumenta oriģinālu vai apliecinātu kopiju, kā noteikts Publisko iepirkumu likuma 5. punktā.""
}
```"
APP DI 2020/2/ERAF_AK,40.6,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka ārvalstī reģistrētam pretendentam jāiesniedz kompetentas attiecīgās valsts institūcijas izsniegts dokuments, kas apliecina, ka pretendents ir reģistrēts atbilstoši tās valsts normatīvo aktu prasībām. Tas nozīmē, ka ārvalstu piegādātājiem ir pieļauts iesniegt alternatīvus dokumentus, kas apliecina viņu kvalifikāciju, ja tie nav reģistrēti Latvijā.""
}
```"
APP DI 2020/2/ERAF_AK,40.7,nē,jā,"```json
{
  ""answer"": ""nē"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir skaidri norādīts, ka pasūtītājs pieņem Eiropas vienoto iepirkuma procedūras dokumentu kā sākotnējo pierādījumu kvalifikācijas prasībām, un ir tiesīgs jebkurā iepirkuma procedūras stadijā pieprasīt kvalifikāciju apliecinošus dokumentus, dodot termiņu to iesniegšanai. Turklāt, ja nepieciešamo informāciju iespējams iegūt Publisko iepirkumu likuma 41. pantā noteiktajā kārtībā, trūkstošie dokumenti var tikt pieprasīti. Tādējādi alternatīvu dokumentu iesniegšana ir pieļaujama, ja tie pēc būtības apliecina nepieciešamo kvalifikāciju.""
}
```"
APP DI 2020/2/ERAF_AK,40.8,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka pasūtītājs pieprasa informāciju un dokumentus, kas nepieciešami pretendenta kvalifikācijas un piedāvājumu atbilstības pārbaudei, kā arī piedāvājuma izvēlei. Piemēram, 1. punktā ir minēts, ka pasūtītājs pieņem Eiropas vienoto iepirkuma procedūras dokumentu kā sākotnējo pierādījumu kvalifikācijas prasībām, un ir tiesīgs pieprasīt kvalifikāciju apliecinošus dokumentus jebkurā iepirkuma procedūras stadijā. Tāpat ir norādīts, ka komisija pārbauda piedāvājumu noformējuma un piedāvājuma nodrošinājuma atbilstību nolikumā noteiktajām prasībām, kā arī izvērtē tehniskos un finanšu piedāvājumus atbilstoši nolikuma prasībām.""
}
```"
APP DI 2020/2/ERAF_AK,40.9-0,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Saskaņā ar Publisko iepirkumu likuma 43. panta 3. daļu, pasūtītājs izvērtē kandidāta vai pretendenta iesniegto skaidrojumu un pierādījumus, ņemot vērā pārkāpuma smagumu un konkrētos apstākļus. Pasūtītājs var pieprasīt kompetento institūciju atzinumus par iesniegto pierādījumu pietiekamību uzticamības atjaunošanai.""
}
```"
APP DI 2020/2/ERAF_AK,40.9,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""PIL 43. pants detalizēti regulē uzticamības nodrošināšanai iesniegto pierādījumu vērtēšanas procesu. Tas nosaka, ka pasūtītājs izvērtē kandidāta vai pretendenta iesniegtos skaidrojumus un pierādījumus, ņemot vērā pārkāpuma smagumu un konkrētos apstākļus. Turklāt pasūtītājs var pieprasīt kompetento institūciju atzinumus par veiktajiem pasākumiem, ja nepieciešams. Šis regulējums ir attiecināms uz uzticamības nodrošināšanas procesu, kā norādīts kontekstā.""
}
```"
APP DI 2020/2/ERAF_AK,40.10,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Gan likuma izvilkumā, gan kontekstā ir skaidri norādīts, ka Eiropas vienotais iepirkuma procedūras dokuments tiek pieņemts kā sākotnējais pierādījums atbilstībai paziņojumā par līgumu vai iepirkuma procedūras dokumentos noteiktajām prasībām. Piemēram, <law> norāda: 'Pasūtītājs pieņem Eiropas vienoto iepirkuma procedūras dokumentu kā sākotnējo pierādījumu atbilstībai paziņojumā par līgumu vai iepirkuma procedūras dokumentos noteiktajām pretendentu un kandidātu atlases prasībām.' Līdzīgi <context> apstiprina šo pašu principu.""
}
```"
APP DI 2020/2/ERAF_AK,40.11,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts, ka Eiropas vienotā iepirkuma procedūras dokumenta veidlapa ir pieejama Eiropas Komisijas tīmekļa vietnē (<https://ec.europa.eu/tools/espd>) un Iepirkumu uzraudzības biroja tīmekļa vietnē (<http://www.iub.gov.lv/lv/node/587>). Tāpat ir norādīts, ka pretendentam Eiropas vienotā iepirkuma procedūras dokumenta III daļas D sadaļā jānorāda, vai uz to attiecas Starptautisko un Latvijas Republikas nacionālo sankciju likuma 11.1 panta pirmajā un otrajā daļā noteiktie izslēgšanas gadījumi.""
}
```"
APP DI 2020/2/ERAF_AK,40.12,jā,jā,"```json
{
  ""answer"": ""jā"",
  ""rate"": ""augsta"",
  ""explanation"": ""Kontekstā ir norādīts: 'Ja pretendents izvēlējies iesniegt Eiropas vienoto iepirkuma procedūras dokumentu, lai apliecinātu, ka tas atbilst iepirkuma procedūras dokumentos noteiktajām kvalifikācijas prasībām, tas iesniedz šo dokumentu arī par katru personu, uz kuras iespējām tas balstās, lai apliecinātu, ka tā kvalifikācija atbilst iepirkuma procedūras dokumentos noteiktajām prasībām, un par tā norādīto apakšuzņēmēju, kura veicamo būvdarbu vai sniedzamo pakalpojumu vērtība ir vismaz 10 procenti no iepirkuma līguma vērtības. Piegādātāju apvienība vai personālsabiedrība iesniedz atsevišķu Eiropas vienoto iepirkuma procedūras dokumentu par katru tās dalībnieku.'""
}
```"
